delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours
5042.0,blue dart,fragile items,truck,standard,east,rainy,138.3,46.92,1970-01-01 00:00:00.000000007
5043.0,dhl,electronics,scooter,standard,north,hot,127.6,36.13,1970-01-01 00:00:00.000000005
5044.0,shadowfax,automobile parts,van,two day,south,cold,141.9,35.58,1970-01-01 00:00:00.000000004
5045.0,amazon logistics,automobile parts,ev bike,express,central,hot,200.5,46.44,1970-01-01 00:00:00.000000004
5046.0,dhl,cosmetics,bike,express,west,cold,266.1,20.47,1970-01-01 00:00:00.000000012
5047.0,xpressbees,documents,ev van,standard,west,rainy,48.1,42.91,1970-01-01 00:00:00.000000005
5048.0,shadowfax,cosmetics,van,standard,north,stormy,215.3,33.28,1970-01-01 00:00:00.000000009
5049.0,ekart,fragile items,truck,same day,east,hot,43.7,16.75,1970-01-01 00:00:00.000000002
5050.0,ecom express,fragile items,ev van,express,east,cold,3.6,1.22,1970-01-01 00:00:00.000000001
5051.0,dhl,groceries,ev van,express,west,rainy,3.6,37.89,1970-01-01 00:00:00.000000005
5052.0,blue dart,cosmetics,ev bike,standard,west,rainy,268.9,24.14,1970-01-01 00:00:00.000000012
5053.0,ecom express,groceries,scooter,two day,north,cold,254.1,40.3,1970-01-01 00:00:00.000000007
5054.0,ecom express,documents,truck,two day,central,stormy,98.5,22.35,1970-01-01 00:00:00.000000008
5055.0,delhivery,cosmetics,truck,express,north,hot,195.1,5.3,1970-01-01 00:00:00.000000006
5056.0,ecom express,furniture,ev van,standard,east,stormy,45.8,28.11,1970-01-01 00:00:00.000000005
5057.0,ecom express,documents,bike,two day,south,clear,226.5,31.6,1970-01-01 00:00:00.000000008
5058.0,amazon logistics,pharmacy,bike,same day,south,clear,297.1,23.0,1970-01-01 00:00:00.000000008
5059.0,ekart,documents,bike,two day,east,rainy,283.5,8.28,1970-01-01 00:00:00.000000009
5060.0,shadowfax,pharmacy,ev van,same day,east,stormy,190.5,5.41,1970-01-01 00:00:00.000000011
5061.0,fedex,groceries,truck,two day,north,cold,134.6,13.97,1970-01-01 00:00:00.000000003
5062.0,shadowfax,fragile items,ev bike,standard,north,stormy,110.6,34.6,1970-01-01 00:00:00.000000009
5063.0,shadowfax,fragile items,bike,same day,west,stormy,83.7,24.68,1970-01-01 00:00:00.000000010
5064.0,shadowfax,furniture,bike,express,north,hot,26.6,25.96,1970-01-01 00:00:00.000000001
5065.0,fedex,cosmetics,truck,two day,south,hot,63.7,20.81,1970-01-01 00:00:00.000000001
5066.0,xpressbees,clothing,ev bike,same day,central,hot,168.0,36.68,1970-01-01 00:00:00.000000004
5067.0,fedex,automobile parts,van,same day,south,rainy,82.3,44.81,1970-01-01 00:00:00.000000006
5068.0,delhivery,clothing,bike,two day,north,rainy,217.9,26.5,1970-01-01 00:00:00.000000009
5069.0,delhivery,fragile items,van,same day,east,hot,230.6,47.33,1970-01-01 00:00:00.000000006
5070.0,ecom express,fragile items,truck,same day,east,clear,143.5,12.68,1970-01-01 00:00:00.000000008
5071.0,ecom express,clothing,scooter,same day,north,hot,271.8,34.66,1970-01-01 00:00:00.000000008
5072.0,shadowfax,electronics,scooter,standard,east,cold,244.8,46.61,1970-01-01 00:00:00.000000008
5073.0,blue dart,cosmetics,ev bike,same day,central,stormy,24.3,48.02,1970-01-01 00:00:00.000000005
5074.0,amazon logistics,fragile items,scooter,express,central,hot,240.9,4.41,1970-01-01 00:00:00.000000006
5075.0,blue dart,cosmetics,bike,standard,north,stormy,249.1,29.28,1970-01-01 00:00:00.000000011
5076.0,dhl,electronics,truck,express,west,foggy,104.6,5.49,1970-01-01 00:00:00.000000006
5077.0,ekart,pharmacy,bike,express,west,rainy,148.4,15.29,1970-01-01 00:00:00.000000008
5078.0,delhivery,groceries,van,express,west,stormy,22.0,32.15,1970-01-01 00:00:00.000000004
5079.0,amazon logistics,automobile parts,truck,express,west,cold,80.5,49.17,1970-01-01 00:00:00.000000003
5080.0,fedex,fragile items,bike,two day,west,hot,285.5,43.97,1970-01-01 00:00:00.000000007
5081.0,ekart,fragile items,truck,two day,central,foggy,280.0,19.85,1970-01-01 00:00:00.000000009
5082.0,fedex,groceries,ev bike,standard,south,clear,205.2,16.52,1970-01-01 00:00:00.000000006
5083.0,delhivery,documents,ev van,express,north,cold,6.5,29.94,1970-01-01 00:00:00.000000002
5084.0,dhl,fragile items,scooter,express,south,clear,8.2,1.34,1970-01-01 00:00:00.000000000
5085.0,fedex,clothing,scooter,two day,north,rainy,178.9,34.59,1970-01-01 00:00:00.000000011
5086.0,dhl,electronics,truck,express,north,stormy,69.8,4.56,1970-01-01 00:00:00.000000005
5087.0,amazon logistics,electronics,truck,same day,north,cold,195.9,2.03,1970-01-01 00:00:00.000000004
5088.0,ekart,furniture,truck,standard,east,clear,29.7,12.75,1970-01-01 00:00:00.000000001
5089.0,blue dart,electronics,scooter,same day,central,rainy,296.3,12.93,1970-01-01 00:00:00.000000016
5090.0,fedex,pharmacy,bike,express,north,cold,35.3,37.67,1970-01-01 00:00:00.000000002
5091.0,amazon logistics,clothing,bike,two day,west,clear,101.7,35.2,1970-01-01 00:00:00.000000005
5092.0,dhl,automobile parts,ev van,standard,central,rainy,30.2,3.36,1970-01-01 00:00:00.000000004
5093.0,delhivery,groceries,van,express,east,clear,115.8,19.84,1970-01-01 00:00:00.000000002
5094.0,ecom express,electronics,van,two day,north,hot,101.6,33.11,1970-01-01 00:00:00.000000005
5095.0,dhl,cosmetics,truck,standard,west,rainy,194.1,7.96,1970-01-01 00:00:00.000000006
5096.0,blue dart,groceries,scooter,express,south,hot,257.9,29.19,1970-01-01 00:00:00.000000008
5097.0,shadowfax,documents,van,express,north,clear,243.3,22.89,1970-01-01 00:00:00.000000010
5098.0,ekart,pharmacy,van,same day,east,clear,220.1,27.77,1970-01-01 00:00:00.000000008
5099.0,ecom express,automobile parts,bike,standard,north,clear,297.1,47.27,1970-01-01 00:00:00.000000007
5100.0,ekart,automobile parts,truck,same day,south,clear,14.0,29.44,1970-01-01 00:00:00.000000001
5101.0,fedex,groceries,scooter,two day,west,clear,237.1,47.09,1970-01-01 00:00:00.000000007
5102.0,fedex,fragile items,bike,express,north,rainy,40.0,3.61,1970-01-01 00:00:00.000000007
5103.0,ekart,clothing,truck,standard,east,cold,182.8,42.84,1970-01-01 00:00:00.000000005
5104.0,fedex,fragile items,scooter,express,central,stormy,243.5,14.58,1970-01-01 00:00:00.000000012
5105.0,delhivery,automobile parts,ev bike,same day,south,hot,198.8,16.93,1970-01-01 00:00:00.000000008
5106.0,shadowfax,furniture,truck,same day,south,clear,35.3,8.04,1970-01-01 00:00:00.000000003
5107.0,xpressbees,furniture,bike,same day,west,cold,56.0,18.69,1970-01-01 00:00:00.000000003
5108.0,ecom express,pharmacy,ev bike,two day,west,cold,266.2,26.91,1970-01-01 00:00:00.000000008
5109.0,ekart,electronics,bike,two day,east,stormy,273.3,33.15,1970-01-01 00:00:00.000000015
5110.0,ekart,fragile items,scooter,express,west,hot,224.2,22.27,1970-01-01 00:00:00.000000006
5111.0,fedex,cosmetics,ev bike,two day,west,foggy,88.8,48.14,1970-01-01 00:00:00.000000004
5112.0,xpressbees,fragile items,van,express,south,rainy,75.9,30.66,1970-01-01 00:00:00.000000007
5113.0,ecom express,clothing,van,standard,central,cold,22.6,13.72,1970-01-01 00:00:00.000000002
5114.0,delhivery,fragile items,scooter,same day,south,clear,140.9,32.49,1970-01-01 00:00:00.000000003
5115.0,ekart,groceries,van,two day,west,foggy,119.0,36.83,1970-01-01 00:00:00.000000004
5116.0,ekart,fragile items,scooter,express,east,clear,74.3,2.0,1970-01-01 00:00:00.000000004
5117.0,ekart,automobile parts,ev van,same day,east,rainy,195.4,37.28,1970-01-01 00:00:00.000000009
5118.0,fedex,fragile items,ev bike,same day,central,hot,62.9,3.08,1970-01-01 00:00:00.000000003
5119.0,amazon logistics,automobile parts,ev van,two day,central,hot,27.6,25.45,1970-01-01 00:00:00.000000002
5120.0,delhivery,clothing,van,standard,west,cold,130.3,0.67,1970-01-01 00:00:00.000000002
5121.0,amazon logistics,documents,ev van,standard,east,hot,218.4,8.03,1970-01-01 00:00:00.000000006
5122.0,shadowfax,documents,scooter,express,south,stormy,56.0,30.31,1970-01-01 00:00:00.000000008
5123.0,shadowfax,furniture,scooter,standard,west,cold,176.8,19.62,1970-01-01 00:00:00.000000004
5124.0,xpressbees,automobile parts,scooter,two day,north,stormy,27.1,12.17,1970-01-01 00:00:00.000000006
5125.0,blue dart,cosmetics,truck,same day,north,stormy,81.3,10.64,1970-01-01 00:00:00.000000010
5126.0,xpressbees,furniture,truck,same day,west,foggy,250.6,44.52,1970-01-01 00:00:00.000000008
5127.0,ekart,fragile items,bike,same day,south,rainy,44.9,28.91,1970-01-01 00:00:00.000000006
5128.0,fedex,clothing,truck,express,east,hot,200.2,40.75,1970-01-01 00:00:00.000000006
5129.0,xpressbees,pharmacy,ev van,standard,central,cold,5.3,30.51,1970-01-01 00:00:00.000000000
5130.0,shadowfax,furniture,van,two day,south,cold,165.1,5.53,1970-01-01 00:00:00.000000004
5131.0,ekart,clothing,ev bike,express,east,hot,73.5,31.15,1970-01-01 00:00:00.000000003
5132.0,dhl,pharmacy,truck,express,west,rainy,67.5,15.26,1970-01-01 00:00:00.000000007
5133.0,fedex,fragile items,ev van,express,west,hot,151.8,33.77,1970-01-01 00:00:00.000000005
5134.0,delhivery,fragile items,truck,express,central,cold,296.3,25.96,1970-01-01 00:00:00.000000009
5135.0,xpressbees,fragile items,van,two day,south,foggy,71.1,48.07,1970-01-01 00:00:00.000000003
5136.0,delhivery,fragile items,bike,standard,central,rainy,166.0,24.69,1970-01-01 00:00:00.000000008
5137.0,fedex,furniture,ev bike,standard,south,stormy,114.4,42.5,1970-01-01 00:00:00.000000006
5138.0,shadowfax,electronics,van,standard,west,rainy,208.8,4.48,1970-01-01 00:00:00.000000012
5139.0,delhivery,automobile parts,ev van,same day,north,cold,279.0,6.79,1970-01-01 00:00:00.000000008
5140.0,ecom express,furniture,scooter,standard,central,cold,127.3,7.57,1970-01-01 00:00:00.000000005
5141.0,dhl,pharmacy,van,two day,west,stormy,272.7,44.29,1970-01-01 00:00:00.000000012
5142.0,delhivery,electronics,ev bike,same day,south,stormy,275.1,8.98,1970-01-01 00:00:00.000000014
5143.0,shadowfax,fragile items,bike,same day,central,rainy,261.6,47.06,1970-01-01 00:00:00.000000013
5144.0,shadowfax,fragile items,scooter,express,north,clear,75.1,38.22,1970-01-01 00:00:00.000000003
5145.0,shadowfax,automobile parts,ev bike,express,south,clear,210.7,17.91,1970-01-01 00:00:00.000000004
5146.0,xpressbees,clothing,scooter,two day,east,clear,102.2,37.68,1970-01-01 00:00:00.000000003
5147.0,fedex,fragile items,ev van,two day,west,foggy,57.6,24.15,1970-01-01 00:00:00.000000004
5148.0,amazon logistics,pharmacy,truck,standard,west,rainy,139.0,20.59,1970-01-01 00:00:00.000000007
5149.0,dhl,clothing,ev bike,express,north,foggy,144.9,43.87,1970-01-01 00:00:00.000000006
5150.0,fedex,pharmacy,truck,standard,central,rainy,194.3,6.93,1970-01-01 00:00:00.000000009
5151.0,blue dart,furniture,bike,express,north,hot,97.0,8.0,1970-01-01 00:00:00.000000003
5152.0,shadowfax,pharmacy,ev bike,same day,central,cold,25.0,11.42,1970-01-01 00:00:00.000000003
5153.0,ekart,electronics,van,standard,east,clear,87.6,33.23,1970-01-01 00:00:00.000000003
5154.0,xpressbees,pharmacy,van,standard,east,hot,245.7,17.74,1970-01-01 00:00:00.000000006
5155.0,amazon logistics,cosmetics,ev bike,express,south,cold,259.2,39.03,1970-01-01 00:00:00.000000008
5156.0,amazon logistics,cosmetics,scooter,same day,south,foggy,21.8,9.03,1970-01-01 00:00:00.000000004
5157.0,ecom express,cosmetics,van,same day,east,stormy,61.7,34.73,1970-01-01 00:00:00.000000006
5158.0,blue dart,pharmacy,truck,standard,south,hot,18.9,49.02,1970-01-01 00:00:00.000000002
5159.0,blue dart,cosmetics,truck,same day,central,stormy,150.4,47.88,1970-01-01 00:00:00.000000008
5160.0,ecom express,electronics,ev bike,standard,west,rainy,52.8,39.47,1970-01-01 00:00:00.000000004
5161.0,dhl,fragile items,bike,express,east,rainy,233.7,21.48,1970-01-01 00:00:00.000000014
5162.0,delhivery,groceries,ev van,same day,west,clear,246.8,2.8,1970-01-01 00:00:00.000000007
5163.0,ekart,furniture,truck,standard,north,hot,149.8,33.11,1970-01-01 00:00:00.000000005
5164.0,amazon logistics,furniture,truck,same day,west,foggy,140.1,0.67,1970-01-01 00:00:00.000000009
5165.0,dhl,automobile parts,ev van,standard,north,cold,161.4,38.89,1970-01-01 00:00:00.000000004
5166.0,delhivery,documents,van,standard,north,foggy,72.7,15.26,1970-01-01 00:00:00.000000006
5167.0,xpressbees,groceries,bike,same day,west,stormy,208.1,43.6,1970-01-01 00:00:00.000000009
5168.0,blue dart,cosmetics,bike,express,east,clear,203.2,15.27,1970-01-01 00:00:00.000000006
5169.0,dhl,pharmacy,ev van,express,north,clear,43.7,30.16,1970-01-01 00:00:00.000000002
5170.0,delhivery,documents,ev van,express,north,stormy,92.8,0.91,1970-01-01 00:00:00.000000007
5171.0,shadowfax,groceries,bike,same day,west,hot,143.7,44.21,1970-01-01 00:00:00.000000004
5172.0,fedex,fragile items,ev bike,standard,east,foggy,273.5,40.49,1970-01-01 00:00:00.000000012
5173.0,amazon logistics,fragile items,truck,standard,south,stormy,49.7,28.36,1970-01-01 00:00:00.000000005
5174.0,dhl,clothing,bike,two day,south,rainy,22.7,4.98,1970-01-01 00:00:00.000000007
5175.0,blue dart,groceries,ev bike,express,west,hot,40.8,34.11,1970-01-01 00:00:00.000000003
5176.0,blue dart,cosmetics,van,same day,central,stormy,71.1,40.48,1970-01-01 00:00:00.000000009
5177.0,blue dart,clothing,scooter,standard,central,cold,183.5,43.5,1970-01-01 00:00:00.000000005
5178.0,fedex,clothing,truck,standard,central,hot,10.2,31.56,1970-01-01 00:00:00.000000000
5179.0,delhivery,clothing,ev van,two day,south,cold,11.1,11.96,1970-01-01 00:00:00.000000002
5180.0,dhl,furniture,scooter,express,west,cold,266.9,48.05,1970-01-01 00:00:00.000000006
5181.0,amazon logistics,furniture,truck,express,south,foggy,36.6,27.58,1970-01-01 00:00:00.000000003
5182.0,xpressbees,documents,ev bike,standard,north,cold,99.0,4.48,1970-01-01 00:00:00.000000006
5183.0,shadowfax,clothing,truck,express,north,foggy,108.8,47.92,1970-01-01 00:00:00.000000005
5184.0,ecom express,pharmacy,truck,standard,east,clear,238.6,46.1,1970-01-01 00:00:00.000000009
5185.0,amazon logistics,fragile items,ev bike,two day,south,cold,273.7,12.57,1970-01-01 00:00:00.000000007
5186.0,shadowfax,clothing,scooter,two day,north,clear,231.7,1.32,1970-01-01 00:00:00.000000006
5187.0,amazon logistics,pharmacy,bike,standard,west,clear,150.9,10.02,1970-01-01 00:00:00.000000006
5188.0,blue dart,fragile items,ev van,standard,north,stormy,162.9,27.75,1970-01-01 00:00:00.000000011
5189.0,amazon logistics,pharmacy,scooter,same day,central,hot,132.1,1.28,1970-01-01 00:00:00.000000005
5190.0,ekart,pharmacy,ev van,two day,east,foggy,294.1,48.68,1970-01-01 00:00:00.000000009
5191.0,xpressbees,clothing,scooter,express,south,stormy,288.3,8.5,1970-01-01 00:00:00.000000015
5192.0,ecom express,automobile parts,scooter,two day,south,cold,228.5,47.07,1970-01-01 00:00:00.000000006
5193.0,fedex,automobile parts,bike,standard,west,stormy,264.4,37.82,1970-01-01 00:00:00.000000014
5194.0,delhivery,cosmetics,van,same day,central,hot,166.9,49.18,1970-01-01 00:00:00.000000006
5195.0,dhl,automobile parts,ev van,two day,south,stormy,169.3,3.57,1970-01-01 00:00:00.000000011
5196.0,dhl,pharmacy,ev van,express,central,stormy,223.7,4.82,1970-01-01 00:00:00.000000008
5197.0,ecom express,pharmacy,scooter,same day,central,stormy,105.9,47.36,1970-01-01 00:00:00.000000007
5198.0,ecom express,fragile items,van,express,central,cold,198.8,1.63,1970-01-01 00:00:00.000000009
5199.0,shadowfax,electronics,ev bike,two day,west,foggy,127.4,10.66,1970-01-01 00:00:00.000000006
5200.0,ecom express,clothing,ev van,two day,north,foggy,276.6,10.56,1970-01-01 00:00:00.000000008
5201.0,dhl,clothing,truck,two day,south,hot,107.4,26.38,1970-01-01 00:00:00.000000004
5202.0,dhl,pharmacy,scooter,two day,east,stormy,191.2,42.08,1970-01-01 00:00:00.000000010
5203.0,amazon logistics,documents,van,standard,west,clear,6.9,35.53,1970-01-01 00:00:00.000000002
5204.0,xpressbees,groceries,ev bike,same day,north,hot,175.0,13.96,1970-01-01 00:00:00.000000004
5205.0,fedex,furniture,bike,same day,east,clear,232.9,25.53,1970-01-01 00:00:00.000000007
5206.0,fedex,cosmetics,truck,standard,west,stormy,250.1,39.62,1970-01-01 00:00:00.000000012
5207.0,xpressbees,furniture,ev bike,two day,north,rainy,263.4,6.44,1970-01-01 00:00:00.000000007
5208.0,xpressbees,electronics,van,standard,east,rainy,152.0,10.19,1970-01-01 00:00:00.000000006
5209.0,fedex,cosmetics,truck,express,east,stormy,176.4,14.41,1970-01-01 00:00:00.000000008
5210.0,delhivery,groceries,ev bike,standard,east,clear,96.1,26.05,1970-01-01 00:00:00.000000003
5211.0,delhivery,clothing,truck,two day,west,foggy,286.1,48.78,1970-01-01 00:00:00.000000010
5212.0,blue dart,pharmacy,bike,standard,north,clear,190.1,48.75,1970-01-01 00:00:00.000000009
5213.0,fedex,documents,truck,same day,west,clear,77.6,41.82,1970-01-01 00:00:00.000000002
5214.0,shadowfax,furniture,scooter,same day,north,foggy,267.7,11.46,1970-01-01 00:00:00.000000007
5215.0,amazon logistics,automobile parts,ev bike,standard,west,stormy,191.5,49.52,1970-01-01 00:00:00.000000010
5216.0,ekart,documents,scooter,two day,south,hot,205.7,35.77,1970-01-01 00:00:00.000000007
5217.0,amazon logistics,fragile items,ev van,standard,east,cold,38.8,49.52,1970-01-01 00:00:00.000000003
5218.0,shadowfax,furniture,bike,same day,south,rainy,7.2,48.61,1970-01-01 00:00:00.000000004
5219.0,delhivery,automobile parts,ev van,standard,central,foggy,176.7,17.67,1970-01-01 00:00:00.000000008
5220.0,dhl,fragile items,bike,same day,north,cold,51.3,1.77,1970-01-01 00:00:00.000000001
5221.0,ekart,fragile items,ev bike,standard,east,rainy,206.8,31.49,1970-01-01 00:00:00.000000009
5222.0,amazon logistics,clothing,van,same day,central,stormy,181.6,47.21,1970-01-01 00:00:00.000000006
5223.0,ecom express,fragile items,scooter,same day,south,hot,98.5,2.22,1970-01-01 00:00:00.000000004
5224.0,amazon logistics,groceries,scooter,same day,north,foggy,131.4,28.41,1970-01-01 00:00:00.000000008
5225.0,fedex,automobile parts,bike,two day,south,cold,249.0,8.38,1970-01-01 00:00:00.000000010
5226.0,fedex,automobile parts,bike,express,south,rainy,204.3,20.23,1970-01-01 00:00:00.000000010
5227.0,ekart,pharmacy,van,two day,north,clear,93.7,35.03,1970-01-01 00:00:00.000000002
5228.0,xpressbees,automobile parts,bike,two day,central,clear,151.0,3.6,1970-01-01 00:00:00.000000005
5229.0,delhivery,furniture,ev van,express,central,stormy,136.8,48.47,1970-01-01 00:00:00.000000009
5230.0,ekart,electronics,ev bike,express,central,stormy,15.4,5.88,1970-01-01 00:00:00.000000007
5231.0,blue dart,fragile items,van,same day,east,stormy,108.2,18.86,1970-01-01 00:00:00.000000007
5232.0,fedex,furniture,bike,two day,south,foggy,37.5,21.8,1970-01-01 00:00:00.000000004
5233.0,ekart,electronics,ev van,standard,central,foggy,52.0,9.69,1970-01-01 00:00:00.000000003
5234.0,blue dart,electronics,ev bike,standard,central,cold,101.8,8.9,1970-01-01 00:00:00.000000005
5235.0,dhl,cosmetics,scooter,standard,west,foggy,297.1,5.67,1970-01-01 00:00:00.000000011
5236.0,amazon logistics,automobile parts,bike,same day,north,hot,178.9,36.79,1970-01-01 00:00:00.000000003
5237.0,shadowfax,cosmetics,truck,express,central,cold,93.6,5.72,1970-01-01 00:00:00.000000003
5238.0,amazon logistics,groceries,bike,same day,west,clear,50.1,36.68,1970-01-01 00:00:00.000000002
5239.0,ecom express,documents,truck,express,west,rainy,115.1,16.98,1970-01-01 00:00:00.000000007
5240.0,ecom express,groceries,van,express,central,stormy,83.3,47.25,1970-01-01 00:00:00.000000009
5241.0,dhl,documents,ev van,two day,south,hot,262.1,33.96,1970-01-01 00:00:00.000000008
5242.0,amazon logistics,documents,van,express,east,cold,158.4,15.96,1970-01-01 00:00:00.000000006
5243.0,ecom express,clothing,van,express,south,hot,280.5,31.85,1970-01-01 00:00:00.000000010
5244.0,ecom express,pharmacy,truck,standard,north,cold,98.3,6.63,1970-01-01 00:00:00.000000005
5245.0,dhl,clothing,ev van,express,east,cold,39.5,12.27,1970-01-01 00:00:00.000000003
5246.0,ekart,clothing,ev bike,two day,east,cold,256.0,10.17,1970-01-01 00:00:00.000000006
5247.0,shadowfax,documents,ev bike,standard,south,stormy,192.2,31.94,1970-01-01 00:00:00.000000008
5248.0,ecom express,fragile items,scooter,express,west,hot,207.7,3.45,1970-01-01 00:00:00.000000005
5249.0,ecom express,pharmacy,van,express,south,cold,47.3,25.32,1970-01-01 00:00:00.000000001
5250.0,shadowfax,furniture,scooter,express,central,rainy,94.8,30.34,1970-01-01 00:00:00.000000006
5251.0,blue dart,pharmacy,van,two day,west,stormy,18.4,40.81,1970-01-01 00:00:00.000000004
5252.0,dhl,pharmacy,ev bike,two day,south,stormy,82.6,4.26,1970-01-01 00:00:00.000000005
5253.0,xpressbees,furniture,bike,express,west,foggy,202.2,48.3,1970-01-01 00:00:00.000000006
5254.0,shadowfax,fragile items,bike,same day,south,hot,242.5,30.12,1970-01-01 00:00:00.000000008
5255.0,dhl,cosmetics,truck,two day,east,hot,280.8,12.39,1970-01-01 00:00:00.000000010
5256.0,dhl,clothing,ev bike,two day,west,cold,104.5,4.35,1970-01-01 00:00:00.000000006
5257.0,delhivery,fragile items,ev van,same day,south,rainy,78.7,32.21,1970-01-01 00:00:00.000000007
5258.0,ekart,clothing,truck,standard,south,cold,255.4,32.61,1970-01-01 00:00:00.000000007
5259.0,xpressbees,electronics,truck,express,north,cold,108.5,6.64,1970-01-01 00:00:00.000000002
5260.0,ekart,groceries,scooter,express,south,stormy,123.7,15.73,1970-01-01 00:00:00.000000009
5261.0,ecom express,groceries,van,same day,west,foggy,66.0,5.11,1970-01-01 00:00:00.000000003
5262.0,delhivery,fragile items,scooter,standard,north,rainy,16.8,43.41,1970-01-01 00:00:00.000000005
5263.0,shadowfax,cosmetics,bike,standard,central,hot,58.6,12.25,1970-01-01 00:00:00.000000003
5264.0,fedex,electronics,van,two day,south,stormy,56.1,22.86,1970-01-01 00:00:00.000000007
5265.0,amazon logistics,furniture,scooter,standard,south,stormy,222.9,32.17,1970-01-01 00:00:00.000000009
5266.0,amazon logistics,fragile items,truck,two day,east,cold,192.2,9.82,1970-01-01 00:00:00.000000004
5267.0,fedex,cosmetics,ev bike,two day,west,hot,20.6,34.63,1970-01-01 00:00:00.000000001
5268.0,shadowfax,furniture,ev van,two day,west,stormy,6.0,26.42,1970-01-01 00:00:00.000000004
5269.0,xpressbees,pharmacy,ev van,express,west,clear,142.4,34.43,1970-01-01 00:00:00.000000005
5270.0,fedex,pharmacy,scooter,same day,north,clear,170.6,36.86,1970-01-01 00:00:00.000000004
5271.0,blue dart,documents,ev van,same day,central,hot,201.7,12.13,1970-01-01 00:00:00.000000007
5272.0,dhl,pharmacy,ev van,standard,east,foggy,91.5,0.67,1970-01-01 00:00:00.000000005
5273.0,ekart,cosmetics,truck,express,central,clear,169.0,8.47,1970-01-01 00:00:00.000000004
5274.0,fedex,electronics,scooter,express,west,hot,182.0,28.78,1970-01-01 00:00:00.000000005
5275.0,shadowfax,cosmetics,ev bike,express,north,hot,10.2,27.05,1970-01-01 00:00:00.000000003
5276.0,blue dart,documents,bike,same day,east,cold,297.1,41.58,1970-01-01 00:00:00.000000005
5277.0,ekart,electronics,van,express,central,rainy,283.6,7.0,1970-01-01 00:00:00.000000014
5278.0,amazon logistics,cosmetics,truck,standard,west,foggy,113.4,3.98,1970-01-01 00:00:00.000000003
5279.0,dhl,groceries,ev van,standard,west,stormy,178.5,30.39,1970-01-01 00:00:00.000000010
5280.0,blue dart,groceries,ev van,same day,central,hot,114.5,30.94,1970-01-01 00:00:00.000000004
5281.0,xpressbees,pharmacy,ev bike,same day,east,rainy,251.8,39.59,1970-01-01 00:00:00.000000012
5282.0,xpressbees,pharmacy,van,two day,south,rainy,28.1,15.46,1970-01-01 00:00:00.000000004
5283.0,amazon logistics,pharmacy,bike,standard,north,stormy,53.2,1.35,1970-01-01 00:00:00.000000007
5284.0,xpressbees,automobile parts,ev bike,express,central,foggy,218.3,45.54,1970-01-01 00:00:00.000000009
5285.0,ecom express,pharmacy,ev van,express,west,cold,74.3,17.38,1970-01-01 00:00:00.000000003
5286.0,shadowfax,electronics,van,same day,central,rainy,296.0,26.15,1970-01-01 00:00:00.000000011
5287.0,ekart,documents,truck,express,west,clear,250.8,8.92,1970-01-01 00:00:00.000000006
5288.0,amazon logistics,furniture,ev van,express,south,hot,249.0,10.78,1970-01-01 00:00:00.000000007
5289.0,ekart,furniture,bike,two day,north,hot,51.2,49.52,1970-01-01 00:00:00.000000003
5290.0,ekart,groceries,ev bike,standard,central,cold,60.7,6.61,1970-01-01 00:00:00.000000004
5291.0,amazon logistics,clothing,truck,two day,central,rainy,243.6,41.48,1970-01-01 00:00:00.000000010
5292.0,amazon logistics,electronics,ev bike,express,east,hot,127.6,34.82,1970-01-01 00:00:00.000000006
5293.0,dhl,clothing,scooter,standard,south,cold,223.8,39.14,1970-01-01 00:00:00.000000006
5294.0,xpressbees,automobile parts,truck,same day,central,stormy,188.0,7.92,1970-01-01 00:00:00.000000011
5295.0,ecom express,groceries,scooter,standard,central,rainy,261.2,28.86,1970-01-01 00:00:00.000000009
5296.0,amazon logistics,automobile parts,truck,same day,west,stormy,239.4,1.02,1970-01-01 00:00:00.000000013
5297.0,delhivery,groceries,truck,two day,east,stormy,201.2,32.16,1970-01-01 00:00:00.000000010
5298.0,shadowfax,documents,ev van,express,central,cold,190.9,10.72,1970-01-01 00:00:00.000000006
5299.0,blue dart,furniture,ev bike,two day,central,foggy,239.6,1.59,1970-01-01 00:00:00.000000010
5300.0,amazon logistics,automobile parts,truck,standard,south,cold,149.2,49.52,1970-01-01 00:00:00.000000006
5301.0,delhivery,pharmacy,van,express,south,rainy,157.1,3.75,1970-01-01 00:00:00.000000008
5302.0,ecom express,electronics,van,standard,west,hot,282.4,14.67,1970-01-01 00:00:00.000000007
5303.0,blue dart,documents,truck,same day,north,hot,238.4,19.23,1970-01-01 00:00:00.000000007
5304.0,dhl,automobile parts,ev van,same day,north,stormy,264.5,23.28,1970-01-01 00:00:00.000000014
5305.0,ekart,clothing,truck,two day,east,stormy,202.5,18.32,1970-01-01 00:00:00.000000008
5306.0,amazon logistics,fragile items,truck,express,central,hot,113.2,38.17,1970-01-01 00:00:00.000000003
5307.0,dhl,automobile parts,scooter,two day,central,clear,277.6,12.91,1970-01-01 00:00:00.000000008
5308.0,xpressbees,clothing,truck,same day,north,foggy,76.3,8.82,1970-01-01 00:00:00.000000002
5309.0,delhivery,pharmacy,truck,same day,south,cold,96.0,27.46,1970-01-01 00:00:00.000000003
5310.0,fedex,pharmacy,ev bike,standard,south,foggy,68.8,23.08,1970-01-01 00:00:00.000000004
5311.0,ecom express,fragile items,scooter,two day,central,clear,214.6,15.57,1970-01-01 00:00:00.000000005
